study_cd,study_title,study_content,user_id,study_limit,closed_at,study_status,created_at
128,기초부터 시작하는 웹 개발 스터디,"초보자도 쉽게 따라올 수 있는 웹 개발 스터디입니다.
이 스터디는 강진우님이 주최했습니다.",seoyun51@gmail.com,10,2025-04-29 16:52:25,open,2024-12-09 16:52:25
129,중급자를 위한 디자인 스터디,"함께 디자인을 깊이 탐구해 봅시다!
이 스터디는 한재호님이 주최했습니다.",jihyeon31@daum.net,5,2025-05-12 16:52:25,open,2024-08-23 16:52:25
130,초보자를 위한 인공지능 스터디,"함께 인공지능을 깊이 탐구해 봅시다!
이 스터디는 김영철님이 주최했습니다.",gimhayun@kakao.com,10,2025-05-22 16:52:25,open,2024-11-17 16:52:25
131,전문가를 위한 머신러닝 스터디,"머신러닝에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 이지아님이 주최했습니다.",qbag@naver.com,10,2025-04-04 16:52:25,open,2024-07-22 16:52:25
132,중급자를 위한 수학 스터디,"초보자도 쉽게 따라올 수 있는 수학 스터디입니다.
이 스터디는 곽경수님이 주최했습니다.",jiuyun@hanmail.net,8,2025-05-16 16:52:25,open,2024-07-28 16:52:25
133,기초부터 시작하는 데이터 분석 스터디,"이 스터디는 데이터 분석 학습의 시작점입니다.
이 스터디는 이하윤님이 주최했습니다.",yeongsu73@gmail.com,5,2025-04-06 16:52:25,open,2024-09-02 16:52:25
134,심화 학습 수학 스터디,"초보자도 쉽게 따라올 수 있는 수학 스터디입니다.
이 스터디는 김서영님이 주최했습니다.",minsu43@gmail.com,9,2025-05-02 16:52:25,open,2024-10-01 16:52:25
135,초보자를 위한 인공지능 스터디,"함께 인공지능을 깊이 탐구해 봅시다!
이 스터디는 김준호님이 주최했습니다.",gimjeongung@naver.com,6,2025-05-29 16:52:25,open,2024-11-02 16:52:25
136,기초부터 시작하는 수학 스터디,"함께 수학을 깊이 탐구해 봅시다!
이 스터디는 민유진님이 주최했습니다.",eungyeong90@gmail.com,7,2025-04-06 16:52:25,open,2024-07-27 16:52:25
137,기초부터 시작하는 웹 개발 스터디,"함께 배우는 웹 개발의 기초부터 심화까지
이 스터디는 안영환님이 주최했습니다.",sanghomun@hanmail.net,9,2025-03-14 16:52:25,open,2024-12-05 16:52:25
138,심화 학습 디자인 스터디,"초보자도 쉽게 따라올 수 있는 디자인 스터디입니다.
이 스터디는 신예은님이 주최했습니다.",gimminseog@kakao.com,8,2025-06-16 16:52:25,open,2024-10-26 16:52:25
139,전문가를 위한 디자인 스터디,"초보자도 쉽게 따라올 수 있는 디자인 스터디입니다.
이 스터디는 김지영님이 주최했습니다.",misug17@naver.com,8,2025-01-29 16:52:25,open,2024-12-03 16:52:25
140,기초부터 시작하는 머신러닝 스터디,"초보자도 쉽게 따라올 수 있는 머신러닝 스터디입니다.
이 스터디는 임영식님이 주최했습니다.",hyeonjun00@hanmail.net,10,2025-03-28 16:52:25,open,2024-10-09 16:52:25
141,중급자를 위한 데이터 분석 스터디,"초보자도 쉽게 따라올 수 있는 데이터 분석 스터디입니다.
이 스터디는 김우진님이 주최했습니다.",fgim@gmail.com,9,2025-06-09 16:52:25,open,2024-09-29 16:52:25
142,전문가를 위한 디자인 스터디,"디자인에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 이지우님이 주최했습니다.",junyeong98@gmail.com,7,2025-04-25 16:52:25,open,2024-06-30 16:52:25
143,전문가를 위한 데이터 분석 스터디,"함께 데이터 분석을 깊이 탐구해 봅시다!
이 스터디는 이춘자님이 주최했습니다.",gosunja@gmail.com,7,2025-03-25 16:52:25,open,2024-11-26 16:52:25
144,심화 학습 데이터 분석 스터디,"함께 배우는 데이터 분석의 기초부터 심화까지
이 스터디는 이숙자님이 주최했습니다.",di@kakao.com,10,2025-06-11 16:52:25,open,2024-07-03 16:52:25
145,심화 학습 머신러닝 스터디,"이 스터디는 머신러닝 학습의 시작점입니다.
이 스터디는 김미숙님이 주최했습니다.",junseo27@gmail.com,10,2025-05-28 16:52:25,open,2024-10-17 16:52:25
146,중급자를 위한 수학 스터디,"수학에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 장영순님이 주최했습니다.",eunji80@kakao.com,9,2025-04-07 16:52:25,open,2024-12-01 16:52:25
147,심화 학습 데이터 분석 스터디,"이 스터디는 데이터 분석 학습의 시작점입니다.
이 스터디는 윤상현님이 주최했습니다.",umun@hanmail.net,7,2025-03-11 16:52:25,open,2024-10-10 16:52:25
148,초보자를 위한 디자인 스터디,"디자인에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 김시우님이 주최했습니다.",iboram@hanmail.net,6,2025-04-05 16:52:25,open,2024-12-15 16:52:25
149,초보자를 위한 웹 개발 스터디,"함께 웹 개발을 깊이 탐구해 봅시다!
이 스터디는 이보람님이 주최했습니다.",gangareum@gmail.com,10,2025-02-26 16:52:25,open,2024-07-16 16:52:25
150,전문가를 위한 파이썬 스터디,"함께 배우는 파이썬의 기초부터 심화까지
이 스터디는 김지아님이 주최했습니다.",seoyeoni@hanmail.net,9,2025-04-07 16:52:25,open,2024-08-28 16:52:25
151,전문가를 위한 인공지능 스터디,"함께 인공지능을 깊이 탐구해 봅시다!
이 스터디는 이진우님이 주최했습니다.",junseobag@kakao.com,6,2025-02-07 16:52:25,open,2024-10-23 16:52:25
152,전문가를 위한 파이썬 스터디,"함께 배우는 파이썬의 기초부터 심화까지
이 스터디는 박서준님이 주최했습니다.",yangseongjin@hanmail.net,8,2025-05-30 16:52:25,open,2024-12-08 16:52:25
153,중급자를 위한 디자인 스터디,"함께 배우는 디자인의 기초부터 심화까지
이 스터디는 박숙자님이 주최했습니다.",isangho@naver.com,6,2025-03-04 16:52:25,open,2024-08-04 16:52:25
154,기초부터 시작하는 파이썬 스터디,"이 스터디는 파이썬 학습의 시작점입니다.
이 스터디는 김민수님이 주최했습니다.",junhyeogjo@hanmail.net,5,2025-06-16 16:52:25,open,2024-09-11 16:52:25
155,중급자를 위한 웹 개발 스터디,"웹 개발에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 김영진님이 주최했습니다.",jaehyeon10@daum.net,6,2025-06-07 16:52:25,open,2024-09-20 16:52:25
156,전문가를 위한 인공지능 스터디,"함께 인공지능을 깊이 탐구해 봅시다!
이 스터디는 서시우님이 주최했습니다.",myeongjajeon@daum.net,9,2025-05-14 16:52:25,open,2024-10-09 16:52:25
157,중급자를 위한 웹 개발 스터디,"함께 배우는 웹 개발의 기초부터 심화까지
이 스터디는 오영자님이 주최했습니다.",uheo@naver.com,9,2025-02-19 16:52:25,open,2024-11-03 16:52:25
158,심화 학습 데이터 분석 스터디,"함께 배우는 데이터 분석의 기초부터 심화까지
이 스터디는 박정순님이 주최했습니다.",ihyeonsug@hanmail.net,6,2025-03-27 16:52:25,open,2024-11-12 16:52:25
159,중급자를 위한 파이썬 스터디,"이 스터디는 파이썬 학습의 시작점입니다.
이 스터디는 강영진님이 주최했습니다.",byeongceol13@kakao.com,5,2025-05-09 16:52:25,open,2024-09-02 16:52:25
160,중급자를 위한 인공지능 스터디,"함께 인공지능을 깊이 탐구해 봅시다!
이 스터디는 김민재님이 주최했습니다.",jieuni@kakao.com,5,2025-03-25 16:52:25,open,2024-10-14 16:52:25
161,기초부터 시작하는 디자인 스터디,"초보자도 쉽게 따라올 수 있는 디자인 스터디입니다.
이 스터디는 권예원님이 주최했습니다.",gimeungyeong@daum.net,5,2025-03-25 16:52:25,open,2024-10-20 16:52:25
162,중급자를 위한 디자인 스터디,"이 스터디는 디자인 학습의 시작점입니다.
이 스터디는 강주원님이 주최했습니다.",jia52@kakao.com,8,2025-02-23 16:52:25,open,2024-08-09 16:52:25
163,심화 학습 디자인 스터디,"이 스터디는 디자인 학습의 시작점입니다.
이 스터디는 구미경님이 주최했습니다.",xgim@kakao.com,7,2025-03-02 16:52:25,open,2024-12-08 16:52:25
164,초보자를 위한 머신러닝 스터디,"함께 머신러닝을 깊이 탐구해 봅시다!
이 스터디는 백영환님이 주최했습니다.",jbag@naver.com,9,2025-06-19 16:52:25,open,2024-10-14 16:52:25
165,전문가를 위한 파이썬 스터디,"초보자도 쉽게 따라올 수 있는 파이썬 스터디입니다.
이 스터디는 송준영님이 주최했습니다.",jeongsubag@kakao.com,10,2025-04-12 16:52:25,open,2024-06-30 16:52:25
166,전문가를 위한 데이터 분석 스터디,"데이터 분석에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 이서준님이 주최했습니다.",bagseongho@kakao.com,9,2025-05-31 16:52:25,open,2024-09-05 16:52:25
167,초보자를 위한 웹 개발 스터디,"함께 배우는 웹 개발의 기초부터 심화까지
이 스터디는 윤명자님이 주최했습니다.",rhwang@hanmail.net,8,2025-04-17 16:52:25,open,2024-07-25 16:52:25
168,기초부터 시작하는 파이썬 스터디,"함께 배우는 파이썬의 기초부터 심화까지
이 스터디는 차은영님이 주최했습니다.",coejunyeong@kakao.com,6,2025-06-21 16:52:25,open,2024-07-29 16:52:25
169,초보자를 위한 수학 스터디,"함께 수학을 깊이 탐구해 봅시다!
이 스터디는 주정식님이 주최했습니다.",jeongungcoe@daum.net,9,2025-02-04 16:52:25,open,2024-11-12 16:52:25
170,전문가를 위한 웹 개발 스터디,"초보자도 쉽게 따라올 수 있는 웹 개발 스터디입니다.
이 스터디는 서정순님이 주최했습니다.",boram52@daum.net,7,2025-03-12 16:52:25,open,2024-07-30 16:52:25
171,전문가를 위한 디자인 스터디,"초보자도 쉽게 따라올 수 있는 디자인 스터디입니다.
이 스터디는 김상철님이 주최했습니다.",yunjihun@naver.com,5,2025-05-25 16:52:25,open,2024-09-28 16:52:25
172,전문가를 위한 데이터 분석 스터디,"함께 데이터 분석을 깊이 탐구해 봅시다!
이 스터디는 서옥자님이 주최했습니다.",ieunyeong@gmail.com,10,2025-02-20 16:52:25,open,2024-11-15 16:52:25
173,기초부터 시작하는 인공지능 스터디,"초보자도 쉽게 따라올 수 있는 인공지능 스터디입니다.
이 스터디는 배정희님이 주최했습니다.",jiyeong92@naver.com,7,2025-05-07 16:52:25,open,2024-08-08 16:52:25
174,초보자를 위한 인공지능 스터디,"함께 배우는 인공지능의 기초부터 심화까지
이 스터디는 권지영님이 주최했습니다.",iyeongsug@daum.net,7,2025-03-30 16:52:25,open,2024-10-05 16:52:25
175,초보자를 위한 수학 스터디,"초보자도 쉽게 따라올 수 있는 수학 스터디입니다.
이 스터디는 이현정님이 주최했습니다.",mijeongi@daum.net,9,2025-01-25 16:52:25,open,2024-07-11 16:52:25
176,중급자를 위한 인공지능 스터디,"초보자도 쉽게 따라올 수 있는 인공지능 스터디입니다.
이 스터디는 주지은님이 주최했습니다.",sbag@kakao.com,5,2025-03-14 16:52:25,open,2024-08-16 16:52:25
177,기초부터 시작하는 웹 개발 스터디,"초보자도 쉽게 따라올 수 있는 웹 개발 스터디입니다.
이 스터디는 심정식님이 주최했습니다.",jiyeongim@kakao.com,10,2025-05-18 16:52:25,open,2024-12-13 16:52:25
178,심화 학습 데이터 분석 스터디,"데이터 분석에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 김영희님이 주최했습니다.",iyunseo@daum.net,6,2025-04-08 16:52:25,open,2024-09-05 16:52:25
179,전문가를 위한 파이썬 스터디,"함께 배우는 파이썬의 기초부터 심화까지
이 스터디는 박상호님이 주최했습니다.",eunjison@hanmail.net,10,2025-03-27 16:52:25,open,2024-11-16 16:52:25
180,기초부터 시작하는 웹 개발 스터디,"함께 배우는 웹 개발의 기초부터 심화까지
이 스터디는 이민서님이 주최했습니다.",idoyun@kakao.com,9,2025-05-09 16:52:25,open,2024-12-03 16:52:25
181,심화 학습 수학 스터디,"함께 배우는 수학의 기초부터 심화까지
이 스터디는 한영길님이 주최했습니다.",ijeongsun@gmail.com,8,2025-02-24 16:52:25,open,2024-07-14 16:52:25
182,심화 학습 인공지능 스터디,"함께 인공지능을 깊이 탐구해 봅시다!
이 스터디는 노우진님이 주최했습니다.",baeggwangsu@hanmail.net,9,2025-04-04 16:52:25,open,2024-09-11 16:52:25
183,전문가를 위한 인공지능 스터디,"이 스터디는 인공지능 학습의 시작점입니다.
이 스터디는 김재현님이 주최했습니다.",sgim@kakao.com,8,2025-06-15 16:52:25,open,2024-11-19 16:52:25
184,전문가를 위한 머신러닝 스터디,"머신러닝에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 이우진님이 주최했습니다.",fgim@kakao.com,9,2025-02-28 16:52:25,open,2024-12-09 16:52:25
185,기초부터 시작하는 수학 스터디,"초보자도 쉽게 따라올 수 있는 수학 스터디입니다.
이 스터디는 안예진님이 주최했습니다.",seoyeonggim@kakao.com,7,2025-06-03 16:52:25,open,2024-10-19 16:52:25
186,초보자를 위한 데이터 분석 스터디,"함께 데이터 분석을 깊이 탐구해 봅시다!
이 스터디는 김경자님이 주최했습니다.",igyeongsug@daum.net,9,2025-06-22 16:52:25,open,2024-07-11 16:52:25
187,전문가를 위한 수학 스터디,"이 스터디는 수학 학습의 시작점입니다.
이 스터디는 서순옥님이 주최했습니다.",iyejin@hanmail.net,8,2025-06-11 16:52:25,open,2024-08-25 16:52:25
188,기초부터 시작하는 데이터 분석 스터디,"데이터 분석에 관심 있는 누구나 참여할 수 있습니다.
이 스터디는 임현지님이 주최했습니다.",ijeongung@kakao.com,9,2025-05-01 16:52:25,open,2024-09-01 16:52:25
189,기초부터 시작하는 수학 스터디,"이 스터디는 수학 학습의 시작점입니다.
이 스터디는 노경희님이 주최했습니다.",zgang@kakao.com,10,2025-03-27 16:52:25,open,2024-08-02 16:52:25
190,전문가를 위한 머신러닝 스터디,"초보자도 쉽게 따라올 수 있는 머신러닝 스터디입니다.
이 스터디는 박혜진님이 주최했습니다.",donghyeongim@daum.net,5,2025-04-16 16:52:25,open,2024-08-27 16:52:25
191,전문가를 위한 인공지능 스터디,"이 스터디는 인공지능 학습의 시작점입니다.
이 스터디는 문광수님이 주최했습니다.",wgim@kakao.com,8,2025-02-03 16:52:25,open,2024-11-24 16:52:25
192,중급자를 위한 웹 개발 스터디,"함께 웹 개발을 깊이 탐구해 봅시다!
이 스터디는 성성진님이 주최했습니다.",yejun56@kakao.com,5,2025-05-17 16:52:25,open,2024-12-01 16:52:25
193,중급자를 위한 인공지능 스터디,"함께 배우는 인공지능의 기초부터 심화까지
이 스터디는 서미경님이 주최했습니다.",myeongjabag@kakao.com,10,2025-03-02 16:52:25,open,2024-09-13 16:52:25
194,심화 학습 파이썬 스터디,"초보자도 쉽게 따라올 수 있는 파이썬 스터디입니다.
이 스터디는 이은영님이 주최했습니다.",minjii@gmail.com,7,2025-04-21 16:52:25,open,2024-07-20 16:52:25
195,전문가를 위한 디자인 스터디,"함께 배우는 디자인의 기초부터 심화까지
이 스터디는 문성현님이 주최했습니다.",cgim@naver.com,7,2025-06-10 16:52:25,open,2024-09-20 16:52:25
196,기초부터 시작하는 디자인 스터디,"초보자도 쉽게 따라올 수 있는 디자인 스터디입니다.
이 스터디는 장영희님이 주최했습니다.",yi@gmail.com,9,2025-02-03 16:52:25,open,2024-07-21 16:52:25
197,초보자를 위한 머신러닝 스터디,"함께 머신러닝을 깊이 탐구해 봅시다!
이 스터디는 최예준님이 주최했습니다.",minjaehwang@naver.com,6,2025-02-17 16:52:25,open,2024-09-06 16:52:25
198,초보자를 위한 수학 스터디,"함께 배우는 수학의 기초부터 심화까지
이 스터디는 이진호님이 주최했습니다.",xha@daum.net,8,2025-03-08 16:52:25,open,2024-07-02 16:52:25
199,기초부터 시작하는 파이썬 스터디,"함께 배우는 파이썬의 기초부터 심화까지
이 스터디는 이선영님이 주최했습니다.",seomyeongja@daum.net,7,2025-02-08 16:52:25,open,2024-10-12 16:52:25
200,기초부터 시작하는 데이터 분석 스터디,"초보자도 쉽게 따라올 수 있는 데이터 분석 스터디입니다.
이 스터디는 박미영님이 주최했습니다.",ngim@naver.com,6,2025-03-28 16:52:25,open,2024-08-13 16:52:25
