user_id,study_cd,status,joined_at,left_at
seoyeongim@naver.com,18,LEFT,2024-11-10 16:52:25,2024-11-18 16:52:25
seoyeongim@naver.com,162,LEFT,2024-11-16 16:52:25,2024-11-21 16:52:25
seoyeongim@naver.com,152,LEFT,2024-11-24 16:52:25,2024-11-30 16:52:25
seoyeongim@naver.com,130,LEFT,2024-11-23 16:52:25,2024-11-28 16:52:25
seonyeonggim@naver.com,119,JOINED,2024-12-11 16:52:25,
yeeun50@naver.com,15,JOINED,2024-12-14 16:52:25,
yeeun50@naver.com,20,LEFT,2024-11-05 16:52:25,2024-11-07 16:52:25
yeeun50@naver.com,158,LEFT,2024-11-06 16:52:25,2024-11-15 16:52:25
hyeonsug56@hanmail.net,99,JOINED,2024-12-11 16:52:25,
hyeonsug56@hanmail.net,142,LEFT,2024-10-31 16:52:25,2024-11-01 16:52:25
hyeonsug56@hanmail.net,116,LEFT,2024-10-27 16:52:25,2024-11-06 16:52:25
hyeonsug56@hanmail.net,167,LEFT,2024-11-19 16:52:25,2024-11-25 16:52:25
hyeonsug56@hanmail.net,155,LEFT,2024-11-10 16:52:25,2024-11-19 16:52:25
fan@kakao.com,39,JOINED,2024-12-24 16:52:25,
fan@kakao.com,27,LEFT,2024-10-31 16:52:25,2024-11-06 16:52:25
fan@kakao.com,183,LEFT,2024-11-23 16:52:25,2024-12-02 16:52:25
fan@kakao.com,166,LEFT,2024-11-20 16:52:25,2024-11-21 16:52:25
yeongsig92@kakao.com,64,JOINED,2024-12-03 16:52:25,
yeongsig92@kakao.com,113,LEFT,2024-11-09 16:52:25,2024-11-18 16:52:25
yeongsig92@kakao.com,157,LEFT,2024-11-20 16:52:25,2024-11-26 16:52:25
yeongsig92@kakao.com,96,LEFT,2024-10-27 16:52:25,2024-11-01 16:52:25
gimjeongsu@naver.com,100,JOINED,2024-12-12 16:52:26,
gimjeongsu@naver.com,174,LEFT,2024-11-06 16:52:26,2024-11-07 16:52:26
gimjeongsu@naver.com,162,LEFT,2024-11-05 16:52:26,2024-11-11 16:52:26
ogja35@gmail.com,17,JOINED,2024-12-15 16:52:26,
hyeonu43@daum.net,143,JOINED,2024-12-04 16:52:26,
hyeonu43@daum.net,73,LEFT,2024-11-17 16:52:26,2024-11-27 16:52:26
hyeonu43@daum.net,39,LEFT,2024-11-15 16:52:26,2024-11-17 16:52:26
hyeonu43@daum.net,150,LEFT,2024-11-04 16:52:26,2024-11-07 16:52:26
yi@daum.net,90,JOINED,2024-12-16 16:52:26,
yi@daum.net,179,LEFT,2024-11-04 16:52:26,2024-11-11 16:52:26
yi@daum.net,34,LEFT,2024-11-06 16:52:26,2024-11-08 16:52:26
yi@daum.net,80,LEFT,2024-11-08 16:52:26,2024-11-15 16:52:26
yi@daum.net,165,LEFT,2024-10-31 16:52:26,2024-11-06 16:52:26
yi@daum.net,33,LEFT,2024-11-04 16:52:26,2024-11-13 16:52:26
seonghyeongim@gmail.com,24,JOINED,2024-12-05 16:52:26,
seonghyeongim@gmail.com,109,LEFT,2024-11-09 16:52:26,2024-11-15 16:52:26
seonghyeongim@gmail.com,5,LEFT,2024-11-14 16:52:26,2024-11-19 16:52:26
seonghyeongim@gmail.com,47,LEFT,2024-11-19 16:52:26,2024-11-25 16:52:26
seonghyeongim@gmail.com,197,LEFT,2024-11-10 16:52:26,2024-11-14 16:52:26
seonghyeongim@gmail.com,58,LEFT,2024-11-21 16:52:26,2024-11-24 16:52:26
coejiweon@naver.com,20,JOINED,2024-12-16 16:52:26,
iareum@daum.net,130,JOINED,2024-12-01 16:52:26,
iareum@daum.net,190,LEFT,2024-10-28 16:52:26,2024-11-06 16:52:26
iareum@daum.net,10,LEFT,2024-11-04 16:52:26,2024-11-10 16:52:26
iareum@daum.net,197,LEFT,2024-11-06 16:52:26,2024-11-09 16:52:26
iareum@daum.net,153,LEFT,2024-11-13 16:52:26,2024-11-16 16:52:26
jungsucoe@naver.com,42,JOINED,2024-12-20 16:52:26,
jungsucoe@naver.com,198,LEFT,2024-11-06 16:52:26,2024-11-09 16:52:26
jungsucoe@naver.com,185,LEFT,2024-11-11 16:52:26,2024-11-12 16:52:26
jungsucoe@naver.com,106,LEFT,2024-11-14 16:52:26,2024-11-18 16:52:26
jungsucoe@naver.com,114,LEFT,2024-11-06 16:52:26,2024-11-11 16:52:26
jungsucoe@naver.com,193,LEFT,2024-11-02 16:52:26,2024-11-10 16:52:26
minseoggim@naver.com,60,JOINED,2024-12-08 16:52:26,
minseoggim@naver.com,80,LEFT,2024-10-31 16:52:26,2024-11-08 16:52:26
sangceol86@daum.net,50,JOINED,2024-12-14 16:52:26,
sangceol86@daum.net,147,LEFT,2024-11-11 16:52:26,2024-11-19 16:52:26
sangceol86@daum.net,197,LEFT,2024-11-16 16:52:26,2024-11-23 16:52:26
sangceol86@daum.net,129,LEFT,2024-11-09 16:52:26,2024-11-16 16:52:26
sangceol86@daum.net,42,LEFT,2024-10-30 16:52:26,2024-11-03 16:52:26
sangceol86@daum.net,155,LEFT,2024-11-21 16:52:26,2024-11-26 16:52:26
seoyeon21@hanmail.net,14,JOINED,2024-12-05 16:52:26,
seoyeon21@hanmail.net,96,LEFT,2024-11-08 16:52:26,2024-11-10 16:52:26
seoyeon21@hanmail.net,183,LEFT,2024-10-29 16:52:26,2024-11-07 16:52:26
seoyeon21@hanmail.net,32,LEFT,2024-11-16 16:52:26,2024-11-18 16:52:26
minjihong@daum.net,196,JOINED,2024-12-20 16:52:26,
minjihong@daum.net,116,LEFT,2024-10-28 16:52:26,2024-11-06 16:52:26
minjihong@daum.net,38,LEFT,2024-10-30 16:52:26,2024-11-06 16:52:26
gyeongjagim@hanmail.net,24,JOINED,2024-11-26 16:52:26,
gyeongjagim@hanmail.net,116,LEFT,2024-10-28 16:52:26,2024-11-03 16:52:26
sanghungweon@daum.net,7,JOINED,2024-12-12 16:52:26,
rgim@gmail.com,103,JOINED,2024-12-09 16:52:26,
rgim@gmail.com,61,LEFT,2024-11-13 16:52:26,2024-11-15 16:52:26
rgim@gmail.com,96,LEFT,2024-11-18 16:52:26,2024-11-19 16:52:26
gimboram@naver.com,83,JOINED,2024-11-26 16:52:26,
ansujin@gmail.com,184,JOINED,2024-12-05 16:52:26,
ansujin@gmail.com,38,LEFT,2024-11-21 16:52:26,2024-11-22 16:52:26
ansujin@gmail.com,74,LEFT,2024-10-27 16:52:26,2024-11-04 16:52:26
yuseoyeon@naver.com,180,JOINED,2024-11-29 16:52:26,
yuseoyeon@naver.com,195,LEFT,2024-11-03 16:52:26,2024-11-11 16:52:26
pi@naver.com,116,JOINED,2024-12-06 16:52:26,
subinjang@hanmail.net,22,JOINED,2024-12-25 16:52:26,
subinjang@hanmail.net,56,LEFT,2024-10-30 16:52:26,2024-11-02 16:52:26
subinjang@hanmail.net,141,LEFT,2024-11-02 16:52:26,2024-11-12 16:52:26
sinjihye@kakao.com,137,JOINED,2024-12-12 16:52:26,
rgo@hanmail.net,200,JOINED,2024-12-16 16:52:26,
rgo@hanmail.net,78,LEFT,2024-11-22 16:52:26,2024-11-23 16:52:26
gimyeonggil@hanmail.net,63,JOINED,2024-12-12 16:52:26,
gimyeonggil@hanmail.net,160,LEFT,2024-11-11 16:52:26,2024-11-13 16:52:26
gimyeonggil@hanmail.net,29,LEFT,2024-10-30 16:52:26,2024-11-07 16:52:26
gimyeonggil@hanmail.net,153,LEFT,2024-11-08 16:52:26,2024-11-09 16:52:26
gimyeonggil@hanmail.net,162,LEFT,2024-11-09 16:52:26,2024-11-19 16:52:26
gimyeonggil@hanmail.net,62,LEFT,2024-11-03 16:52:26,2024-11-06 16:52:26
bagseonghyeon@hanmail.net,76,JOINED,2024-12-12 16:52:26,
juweon78@naver.com,159,JOINED,2024-12-14 16:52:26,
juweon78@naver.com,147,LEFT,2024-11-12 16:52:26,2024-11-15 16:52:26
lcoe@kakao.com,172,JOINED,2024-12-04 16:52:26,
ogja14@kakao.com,136,JOINED,2024-12-14 16:52:26,
jiminyun@naver.com,136,JOINED,2024-12-08 16:52:26,
jiminyun@naver.com,130,LEFT,2024-11-08 16:52:26,2024-11-09 16:52:26
jiminyun@naver.com,100,LEFT,2024-10-29 16:52:26,2024-11-06 16:52:26
jiminyun@naver.com,12,LEFT,2024-11-05 16:52:26,2024-11-12 16:52:26
jiminyun@naver.com,96,LEFT,2024-11-17 16:52:26,2024-11-18 16:52:26
sunjajo@naver.com,93,JOINED,2024-11-30 16:52:26,
jihun65@hanmail.net,90,JOINED,2024-12-18 16:52:26,
jihun65@hanmail.net,169,LEFT,2024-11-05 16:52:26,2024-11-07 16:52:26
jihun65@hanmail.net,198,LEFT,2024-11-07 16:52:26,2024-11-13 16:52:26
jihun65@hanmail.net,35,LEFT,2024-11-24 16:52:26,2024-11-30 16:52:26
jihun65@hanmail.net,140,LEFT,2024-11-15 16:52:26,2024-11-18 16:52:26
jihun65@hanmail.net,200,LEFT,2024-11-04 16:52:26,2024-11-12 16:52:26
acoe@kakao.com,180,JOINED,2024-12-10 16:52:26,
acoe@kakao.com,47,LEFT,2024-10-31 16:52:26,2024-11-03 16:52:26
acoe@kakao.com,17,LEFT,2024-11-03 16:52:26,2024-11-11 16:52:26
acoe@kakao.com,10,LEFT,2024-11-16 16:52:26,2024-11-20 16:52:26
acoe@kakao.com,12,LEFT,2024-10-31 16:52:26,2024-11-04 16:52:26
acoe@kakao.com,11,LEFT,2024-11-15 16:52:26,2024-11-20 16:52:26
jaeho17@kakao.com,133,JOINED,2024-12-13 16:52:26,
jaeho17@kakao.com,122,LEFT,2024-11-17 16:52:26,2024-11-18 16:52:26
jaeho17@kakao.com,193,LEFT,2024-11-05 16:52:26,2024-11-09 16:52:26
jaeho17@kakao.com,74,LEFT,2024-11-14 16:52:26,2024-11-15 16:52:26
jaeho17@kakao.com,168,LEFT,2024-11-15 16:52:26,2024-11-20 16:52:26
areum43@naver.com,33,JOINED,2024-11-30 16:52:26,
areum43@naver.com,112,LEFT,2024-10-28 16:52:26,2024-11-04 16:52:26
areum43@naver.com,191,LEFT,2024-11-11 16:52:26,2024-11-18 16:52:26
yejiyun@kakao.com,88,JOINED,2024-12-20 16:52:26,
yejiyun@kakao.com,178,LEFT,2024-11-10 16:52:26,2024-11-16 16:52:26
yejiyun@kakao.com,133,LEFT,2024-11-17 16:52:26,2024-11-19 16:52:26
yejiyun@kakao.com,187,LEFT,2024-11-12 16:52:26,2024-11-14 16:52:26
yeji38@kakao.com,112,JOINED,2024-12-06 16:52:26,
yeji38@kakao.com,140,LEFT,2024-11-16 16:52:26,2024-11-22 16:52:26
jeonghyi82@kakao.com,28,JOINED,2024-12-23 16:52:26,
jeonghyi82@kakao.com,170,LEFT,2024-11-16 16:52:26,2024-11-21 16:52:26
jeonghyi82@kakao.com,115,LEFT,2024-11-06 16:52:26,2024-11-13 16:52:26
hayunbae@gmail.com,44,JOINED,2024-12-03 16:52:26,
hayunbae@gmail.com,90,LEFT,2024-11-11 16:52:26,2024-11-12 16:52:26
hayunbae@gmail.com,187,LEFT,2024-10-29 16:52:26,2024-11-04 16:52:26
hayunbae@gmail.com,158,LEFT,2024-11-12 16:52:26,2024-11-17 16:52:26
gyeongsug17@gmail.com,165,JOINED,2024-11-30 16:52:26,
gson@kakao.com,21,JOINED,2024-12-04 16:52:26,
gson@kakao.com,104,LEFT,2024-11-14 16:52:26,2024-11-23 16:52:26
gson@kakao.com,192,LEFT,2024-11-04 16:52:26,2024-11-07 16:52:26
gson@kakao.com,8,LEFT,2024-11-21 16:52:26,2024-12-01 16:52:26
gson@kakao.com,174,LEFT,2024-10-31 16:52:26,2024-11-08 16:52:26
gson@kakao.com,9,LEFT,2024-11-21 16:52:26,2024-11-23 16:52:26
seongmingim@naver.com,62,JOINED,2024-12-01 16:52:26,
seongmingim@naver.com,94,LEFT,2024-11-14 16:52:26,2024-11-21 16:52:26
seongmingim@naver.com,146,LEFT,2024-11-24 16:52:26,2024-12-04 16:52:26
seongmingim@naver.com,40,LEFT,2024-11-04 16:52:26,2024-11-12 16:52:26
seongmingim@naver.com,95,LEFT,2024-11-14 16:52:26,2024-11-22 16:52:26
seongmingim@naver.com,196,LEFT,2024-11-23 16:52:26,2024-12-03 16:52:26
eunseobag@naver.com,37,JOINED,2024-12-09 16:52:26,
eunseobag@naver.com,102,LEFT,2024-11-15 16:52:26,2024-11-20 16:52:26
eunseobag@naver.com,64,LEFT,2024-11-22 16:52:26,2024-11-23 16:52:26
yunseogim@hanmail.net,190,JOINED,2024-12-20 16:52:26,
yunseogim@hanmail.net,133,LEFT,2024-11-13 16:52:26,2024-11-22 16:52:26
yunseogim@hanmail.net,31,LEFT,2024-11-17 16:52:26,2024-11-22 16:52:26
yunseogim@hanmail.net,181,LEFT,2024-11-11 16:52:26,2024-11-15 16:52:26
zgang@naver.com,158,JOINED,2024-12-16 16:52:26,
zgang@naver.com,126,LEFT,2024-11-19 16:52:26,2024-11-21 16:52:26
zgang@naver.com,35,LEFT,2024-10-29 16:52:26,2024-10-31 16:52:26
zgang@naver.com,116,LEFT,2024-11-20 16:52:26,2024-11-28 16:52:26
zgang@naver.com,23,LEFT,2024-10-31 16:52:26,2024-11-06 16:52:26
zgang@naver.com,171,LEFT,2024-11-14 16:52:26,2024-11-16 16:52:26
yeongsigyang@kakao.com,142,JOINED,2024-12-08 16:52:26,
yeongsigyang@kakao.com,77,LEFT,2024-10-29 16:52:26,2024-11-01 16:52:26
yeongsigyang@kakao.com,183,LEFT,2024-11-03 16:52:26,2024-11-06 16:52:26
ryujaeho@hanmail.net,94,JOINED,2024-12-09 16:52:26,
ryujaeho@hanmail.net,32,LEFT,2024-11-19 16:52:26,2024-11-22 16:52:26
jeonghobae@naver.com,62,JOINED,2024-11-30 16:52:26,
jeonghobae@naver.com,7,LEFT,2024-11-14 16:52:26,2024-11-23 16:52:26
jeonghobae@naver.com,147,LEFT,2024-11-14 16:52:26,2024-11-22 16:52:26
jeonghobae@naver.com,142,LEFT,2024-11-21 16:52:26,2024-12-01 16:52:26
ogim@daum.net,24,JOINED,2024-12-23 16:52:26,
ogim@daum.net,102,LEFT,2024-11-03 16:52:26,2024-11-11 16:52:26
ogim@daum.net,135,LEFT,2024-11-12 16:52:26,2024-11-19 16:52:26
qyang@naver.com,149,JOINED,2024-12-23 16:52:26,
qyang@naver.com,82,LEFT,2024-11-05 16:52:26,2024-11-07 16:52:26
gimsanghun@naver.com,117,JOINED,2024-12-11 16:52:26,
gimsanghun@naver.com,133,LEFT,2024-11-14 16:52:26,2024-11-17 16:52:26
gimsanghun@naver.com,200,LEFT,2024-11-08 16:52:26,2024-11-18 16:52:26
gimsanghun@naver.com,47,LEFT,2024-11-01 16:52:26,2024-11-04 16:52:26
gimsanghun@naver.com,111,LEFT,2024-11-09 16:52:26,2024-11-10 16:52:26
gimsanghun@naver.com,32,LEFT,2024-11-09 16:52:26,2024-11-12 16:52:26
qjang@kakao.com,79,JOINED,2024-12-20 16:52:26,
qjang@kakao.com,83,LEFT,2024-10-27 16:52:26,2024-10-31 16:52:26
bagsubin@naver.com,90,JOINED,2024-12-09 16:52:26,
bagsubin@naver.com,21,LEFT,2024-11-17 16:52:26,2024-11-21 16:52:26
bagsubin@naver.com,163,LEFT,2024-11-08 16:52:26,2024-11-13 16:52:26
jeongsun35@gmail.com,34,JOINED,2024-12-05 16:52:26,
jeongsun35@gmail.com,158,LEFT,2024-11-08 16:52:26,2024-11-10 16:52:26
jeongsun35@gmail.com,129,LEFT,2024-11-05 16:52:26,2024-11-08 16:52:26
gimbyeongceol@naver.com,153,JOINED,2024-12-07 16:52:26,
gimbyeongceol@naver.com,44,LEFT,2024-11-04 16:52:26,2024-11-14 16:52:26
osanghyeon@hanmail.net,186,JOINED,2024-11-27 16:52:26,
osanghyeon@hanmail.net,87,LEFT,2024-10-30 16:52:26,2024-11-09 16:52:26
osanghyeon@hanmail.net,11,LEFT,2024-10-30 16:52:26,2024-10-31 16:52:26
osanghyeon@hanmail.net,21,LEFT,2024-11-24 16:52:26,2024-12-04 16:52:26
osanghyeon@hanmail.net,68,LEFT,2024-11-05 16:52:26,2024-11-09 16:52:26
lgim@daum.net,198,JOINED,2024-12-07 16:52:26,
lgim@daum.net,159,LEFT,2024-11-05 16:52:26,2024-11-06 16:52:26
lgim@daum.net,128,LEFT,2024-10-28 16:52:26,2024-11-06 16:52:26
lgim@daum.net,75,LEFT,2024-11-05 16:52:26,2024-11-10 16:52:26
jeongsigson@hanmail.net,125,JOINED,2024-12-18 16:52:26,
jeongsigson@hanmail.net,104,LEFT,2024-11-16 16:52:26,2024-11-24 16:52:26
jeongsigson@hanmail.net,19,LEFT,2024-11-03 16:52:26,2024-11-04 16:52:26
jeongsigson@hanmail.net,41,LEFT,2024-11-11 16:52:26,2024-11-18 16:52:26
jeongsigson@hanmail.net,124,LEFT,2024-11-11 16:52:26,2024-11-15 16:52:26
jeongsigson@hanmail.net,88,LEFT,2024-11-06 16:52:26,2024-11-09 16:52:26
gimyeji@kakao.com,82,JOINED,2024-11-28 16:52:26,
gimyeji@kakao.com,82,LEFT,2024-11-02 16:52:26,2024-11-08 16:52:26
gimyeji@kakao.com,103,LEFT,2024-11-21 16:52:26,2024-11-27 16:52:26
gimyeji@kakao.com,132,LEFT,2024-11-08 16:52:26,2024-11-10 16:52:26
gimyeji@kakao.com,82,LEFT,2024-11-18 16:52:26,2024-11-26 16:52:26
gimyeji@kakao.com,32,LEFT,2024-11-17 16:52:26,2024-11-25 16:52:26
ygim@daum.net,65,JOINED,2024-12-21 16:52:26,
gyeonghyibag@gmail.com,14,JOINED,2024-12-16 16:52:26,
gyeonghyibag@gmail.com,158,LEFT,2024-11-12 16:52:26,2024-11-16 16:52:26
gyeonghyibag@gmail.com,41,LEFT,2024-10-30 16:52:26,2024-11-05 16:52:26
gyeonghyibag@gmail.com,148,LEFT,2024-11-02 16:52:26,2024-11-08 16:52:26
hyeonjujang@daum.net,50,JOINED,2024-12-01 16:52:26,
hyeonjujang@daum.net,128,LEFT,2024-11-09 16:52:26,2024-11-17 16:52:26
gyeonghyijang@naver.com,130,JOINED,2024-11-27 16:52:26,
gyeonghyijang@naver.com,128,LEFT,2024-11-25 16:52:26,2024-11-27 16:52:26
gyeonghyijang@naver.com,101,LEFT,2024-11-09 16:52:26,2024-11-17 16:52:26
gimcunja@kakao.com,63,JOINED,2024-12-19 16:52:26,
gimcunja@kakao.com,91,LEFT,2024-11-24 16:52:26,2024-11-25 16:52:26
gimcunja@kakao.com,73,LEFT,2024-11-10 16:52:26,2024-11-20 16:52:26
gimcunja@kakao.com,168,LEFT,2024-11-04 16:52:26,2024-11-12 16:52:26
gimcunja@kakao.com,74,LEFT,2024-11-08 16:52:26,2024-11-09 16:52:26
minseog38@kakao.com,29,JOINED,2024-12-12 16:52:26,
minseog38@kakao.com,68,LEFT,2024-11-02 16:52:26,2024-11-08 16:52:26
jiu83@hanmail.net,198,JOINED,2024-12-13 16:52:26,
jiu83@hanmail.net,12,LEFT,2024-11-13 16:52:26,2024-11-14 16:52:26
jiu83@hanmail.net,146,LEFT,2024-11-08 16:52:26,2024-11-12 16:52:26
jeonghyii@kakao.com,94,JOINED,2024-12-08 16:52:26,
jeonghyii@kakao.com,19,LEFT,2024-11-13 16:52:26,2024-11-22 16:52:26
jeonghyii@kakao.com,116,LEFT,2024-11-01 16:52:26,2024-11-10 16:52:26
jeonghun48@hanmail.net,73,JOINED,2024-11-29 16:52:26,
jeonghun48@hanmail.net,175,LEFT,2024-11-06 16:52:26,2024-11-08 16:52:26
jeonghun48@hanmail.net,33,LEFT,2024-11-22 16:52:26,2024-11-29 16:52:26
jeonghun48@hanmail.net,96,LEFT,2024-10-31 16:52:26,2024-11-06 16:52:26
jeonghun48@hanmail.net,143,LEFT,2024-11-14 16:52:26,2024-11-17 16:52:26
gimseunghyeon@gmail.com,52,JOINED,2024-12-06 16:52:26,
gimseunghyeon@gmail.com,103,LEFT,2024-11-09 16:52:26,2024-11-10 16:52:26
gimseunghyeon@gmail.com,12,LEFT,2024-11-24 16:52:26,2024-11-27 16:52:26
gimseunghyeon@gmail.com,183,LEFT,2024-11-15 16:52:26,2024-11-23 16:52:26
gimseunghyeon@gmail.com,133,LEFT,2024-11-11 16:52:26,2024-11-14 16:52:26
hwanghyeonu@kakao.com,158,JOINED,2024-11-27 16:52:26,
hwanghyeonu@kakao.com,36,LEFT,2024-11-15 16:52:26,2024-11-25 16:52:26
hwanghyeonu@kakao.com,82,LEFT,2024-11-20 16:52:26,2024-11-27 16:52:26
hwanghyeonu@kakao.com,158,LEFT,2024-11-02 16:52:26,2024-11-07 16:52:26
hwanghyeonu@kakao.com,152,LEFT,2024-11-15 16:52:26,2024-11-24 16:52:26
xyu@daum.net,133,JOINED,2024-12-08 16:52:26,
xyu@daum.net,182,LEFT,2024-11-07 16:52:26,2024-11-12 16:52:26
xyu@daum.net,122,LEFT,2024-10-30 16:52:26,2024-10-31 16:52:26
xyu@daum.net,95,LEFT,2024-11-15 16:52:26,2024-11-17 16:52:26
myun@daum.net,108,JOINED,2024-12-07 16:52:26,
myun@daum.net,186,LEFT,2024-10-29 16:52:26,2024-10-30 16:52:26
myun@daum.net,153,LEFT,2024-11-10 16:52:26,2024-11-15 16:52:26
hyeonjeong72@gmail.com,170,JOINED,2024-11-30 16:52:26,
hyeonjeong72@gmail.com,148,LEFT,2024-11-18 16:52:26,2024-11-19 16:52:26
hyeonjeong72@gmail.com,150,LEFT,2024-11-10 16:52:26,2024-11-13 16:52:26
hyeonjeong72@gmail.com,135,LEFT,2024-11-05 16:52:26,2024-11-15 16:52:26
hyeonjeong72@gmail.com,199,LEFT,2024-10-30 16:52:26,2024-11-06 16:52:26
yeeun83@kakao.com,39,JOINED,2024-11-29 16:52:26,
yeeun83@kakao.com,63,LEFT,2024-11-24 16:52:26,2024-12-04 16:52:26
yeeun83@kakao.com,180,LEFT,2024-11-22 16:52:26,2024-11-26 16:52:26
yeeun83@kakao.com,5,LEFT,2024-11-11 16:52:26,2024-11-17 16:52:26
yeeun83@kakao.com,108,LEFT,2024-11-21 16:52:26,2024-11-28 16:52:26
yeeun83@kakao.com,177,LEFT,2024-11-19 16:52:26,2024-11-26 16:52:26
hyeonjuyun@daum.net,131,JOINED,2024-12-01 16:52:26,
hyeonjuyun@daum.net,121,LEFT,2024-10-29 16:52:26,2024-10-30 16:52:26
hyeonjuyun@daum.net,181,LEFT,2024-11-21 16:52:26,2024-11-30 16:52:26
hyeonjuyun@daum.net,54,LEFT,2024-11-08 16:52:26,2024-11-14 16:52:26
hyeonjuyun@daum.net,170,LEFT,2024-11-10 16:52:26,2024-11-19 16:52:26
seoyeon99@daum.net,98,JOINED,2024-12-15 16:52:26,
seoyeon99@daum.net,118,LEFT,2024-10-27 16:52:26,2024-11-05 16:52:26
jiyeong60@naver.com,89,JOINED,2024-12-08 16:52:26,
jiyeong60@naver.com,174,LEFT,2024-11-01 16:52:26,2024-11-06 16:52:26
jiyeong60@naver.com,157,LEFT,2024-11-10 16:52:26,2024-11-14 16:52:26
yeongsun20@kakao.com,65,JOINED,2024-12-17 16:52:26,
yeongsun20@kakao.com,77,LEFT,2024-11-18 16:52:26,2024-11-23 16:52:26
yeongsun20@kakao.com,198,LEFT,2024-11-16 16:52:26,2024-11-20 16:52:26
yeongsun20@kakao.com,177,LEFT,2024-11-03 16:52:26,2024-11-11 16:52:26
yeongsun20@kakao.com,82,LEFT,2024-11-10 16:52:26,2024-11-16 16:52:26
rgim@naver.com,146,JOINED,2024-11-26 16:52:26,
rgim@naver.com,71,LEFT,2024-11-16 16:52:26,2024-11-18 16:52:26
rgim@naver.com,147,LEFT,2024-11-04 16:52:26,2024-11-13 16:52:26
rgim@naver.com,98,LEFT,2024-10-28 16:52:26,2024-11-04 16:52:26
rgim@naver.com,89,LEFT,2024-11-01 16:52:26,2024-11-04 16:52:26
rgim@naver.com,75,LEFT,2024-11-24 16:52:26,2024-11-29 16:52:26
migyeongan@hanmail.net,185,JOINED,2024-12-23 16:52:26,
migyeongan@hanmail.net,114,LEFT,2024-11-05 16:52:26,2024-11-10 16:52:26
migyeongan@hanmail.net,192,LEFT,2024-11-10 16:52:26,2024-11-14 16:52:26
gimyeongceol@gmail.com,53,JOINED,2024-11-29 16:52:26,
gimyeongceol@gmail.com,70,LEFT,2024-10-27 16:52:26,2024-11-05 16:52:26
gimyeongceol@gmail.com,179,LEFT,2024-11-17 16:52:26,2024-11-20 16:52:26
gimyeongceol@gmail.com,28,LEFT,2024-11-06 16:52:26,2024-11-16 16:52:26
gimyeongceol@gmail.com,62,LEFT,2024-11-18 16:52:26,2024-11-19 16:52:26
yujin89@naver.com,174,JOINED,2024-11-27 16:52:26,
yujin89@naver.com,58,LEFT,2024-11-05 16:52:26,2024-11-09 16:52:26
yujin89@naver.com,14,LEFT,2024-11-22 16:52:26,2024-11-29 16:52:26
yujin89@naver.com,85,LEFT,2024-11-03 16:52:26,2024-11-11 16:52:26
yujin89@naver.com,26,LEFT,2024-11-04 16:52:26,2024-11-07 16:52:26
gimseonghun@hanmail.net,2,JOINED,2024-12-08 16:52:26,
gimseonghun@hanmail.net,105,LEFT,2024-11-05 16:52:26,2024-11-13 16:52:26
gyeongsug20@naver.com,124,JOINED,2024-12-05 16:52:26,
gyeongsug20@naver.com,194,LEFT,2024-11-16 16:52:26,2024-11-22 16:52:26
minjae58@daum.net,75,JOINED,2024-12-05 16:52:26,
ogim@hanmail.net,199,JOINED,2024-12-23 16:52:26,
ogim@hanmail.net,147,LEFT,2024-11-18 16:52:26,2024-11-27 16:52:26
ogim@hanmail.net,190,LEFT,2024-11-02 16:52:26,2024-11-03 16:52:26
ogim@hanmail.net,45,LEFT,2024-11-12 16:52:26,2024-11-15 16:52:26
ogim@hanmail.net,10,LEFT,2024-10-30 16:52:26,2024-11-06 16:52:26
ogim@hanmail.net,127,LEFT,2024-11-20 16:52:26,2024-11-25 16:52:26
weom@gmail.com,11,JOINED,2024-12-25 16:52:26,
weom@gmail.com,146,LEFT,2024-11-06 16:52:26,2024-11-08 16:52:26
weom@gmail.com,86,LEFT,2024-11-16 16:52:26,2024-11-24 16:52:26
jangjeongsu@gmail.com,167,JOINED,2024-12-08 16:52:26,
jangjeongsu@gmail.com,127,LEFT,2024-10-28 16:52:26,2024-10-31 16:52:26
jangjeongsu@gmail.com,130,LEFT,2024-11-11 16:52:26,2024-11-16 16:52:26
jangjeongsu@gmail.com,50,LEFT,2024-10-31 16:52:26,2024-11-02 16:52:26
jangjeongsu@gmail.com,85,LEFT,2024-11-20 16:52:26,2024-11-28 16:52:26
misug87@hanmail.net,168,JOINED,2024-12-17 16:52:26,
misug87@hanmail.net,48,LEFT,2024-11-25 16:52:26,2024-12-01 16:52:26
misug87@hanmail.net,76,LEFT,2024-11-07 16:52:26,2024-11-11 16:52:26
misug87@hanmail.net,45,LEFT,2024-11-06 16:52:26,2024-11-13 16:52:26
misug87@hanmail.net,110,LEFT,2024-11-09 16:52:26,2024-11-15 16:52:26
misug87@hanmail.net,23,LEFT,2024-11-13 16:52:26,2024-11-15 16:52:26
gangyeonggil@hanmail.net,49,JOINED,2024-12-21 16:52:26,
gangyeonggil@hanmail.net,83,LEFT,2024-10-27 16:52:26,2024-10-31 16:52:26
gangyeonggil@hanmail.net,2,LEFT,2024-11-17 16:52:26,2024-11-24 16:52:26
gangyeonggil@hanmail.net,61,LEFT,2024-11-11 16:52:26,2024-11-16 16:52:26
sinseongjin@gmail.com,86,JOINED,2024-12-16 16:52:26,
sinseongjin@gmail.com,186,LEFT,2024-11-07 16:52:26,2024-11-08 16:52:26
sinseongjin@gmail.com,67,LEFT,2024-11-05 16:52:26,2024-11-11 16:52:26
